#Text=Der Vergewaltiger habe zu diesem Zeitpunk't bedingt durch Verletzungen an den Hoden , entkräftet am Boden gelegen .
5-23	2727-2729	in	_	_	
5-24	2730-2735	einen	_	_	
5-25	2736-2741	Stuhl	_	_	
5-26	2742-2754	eingesperrte	_	_	
5-27	2755-2764	Gestalten	_	_	
5-28	2765-2767	an	_	_	
5-29	2768-2769	:	_	_	
5-30	2770-2778	Vincents	_	_	
5-31	2779-2787	Umgebung	_	_	
5-32	2788-2789	.	_	_	

#Text=Wer wie ich gesehen hat , wie eine Frau , die schon minutenlang regungslos am Boden lag , von mehreren Zivilen abwechselnd in den Bauch getreten wurde , wer gesehen hat , wie Einige zwanzig , dreißig Meter an den Haaren übers Pflaster geschleift wurden , für den war Staatsfeindlichkeit von nun an keine Frage der politischen Gesinnung mehr , sondern schlicht eine Frage der Moral .
7-1	3865-3868	Wer	_	_	
7-2	3869-3872	wie	_	_	
7-3	3873-3876	ich	_	_	
7-4	3877-3884	gesehen	_	_	
7-5	3885-3888	hat	_	_	
7-6	3889-3890	,	_	_	
7-7	3891-3894	wie	_	_	
7-8	3895-3899	eine	_	_	
7-9	3900-3904	Frau	_	_	
7-10	3905-3906	,	_	_	
7-11	3907-3910	die	_	_	
7-12	3911-3916	schon	_	_	
7-13	3917-3928	minutenlang	_	_	
7-14	3929-3939	regungslos	_	_	
7-15	3940-3942	am	*->4-1	literal[4]	
7-16	3943-3948	Boden	*->4-2	*[4]	
7-17	3949-3952	lag	*->4-3	*[4]	
7-18	3953-3954	,	_	_	
7-19	3955-3958	von	_	_	
7-20	3959-3967	mehreren	_	_	
7-21	3968-3975	Zivilen	_	_	
7-22	3976-3987	abwechselnd	_	_	
7-23	3988-3990	in	_	_	
7-24	3991-3994	den	_	_	
7-25	3995-4000	Bauch	_	_	
7-26	4001-4009	getreten	_	_	
7-27	4010-4015	wurde	_	_	
7-28	4016-4017	,	_	_	
7-29	4018-4021	wer	_	_	
7-30	4022-4029	gesehen	_	_	
7-31	4030-4033	hat	_	_	
7-32	4034-4035	,	_	_	
7-33	4036-4039	wie	_	_	
7-34	4040-4046	Einige	_	_	
7-35	4047-4054	zwanzig	_	_	
7-36	4055-4056	,	_	_	
7-37	4057-4064	dreißig	_	_	
7-38	4065-4070	Meter	_	_	
7-39	4071-4073	an	_	_	
7-40	4074-4077	den	_	_	
7-41	4078-4084	Haaren	_	_	
7-42	4085-4090	übers	_	_	
7-43	4091-4099	Pflaster	_	_	
7-44	4100-4110	geschleift	_	_	
7-45	4111-4117	wurden	_	_	
7-46	4118-4119	,	_	_	
7-47	4120-4123	für	_	_	
7-48	4124-4127	den	_	_	
7-49	4128-4131	war	_	_	
7-50	4132-4151	Staatsfeindlichkeit	_	_	
7-51	4152-4155	von	_	_	
7-52	4156-4159	nun	_	_	
7-53	4160-4162	an	_	_	
7-54	4163-4168	keine	_	_	
7-55	4169-4174	Frage	_	_	
7-56	4175-4178	der	_	_	
7-57	4179-4190	politischen	_	_	
7-58	4191-4200	Gesinnung	_	_	
7-59	4201-4205	mehr	_	_	
7-60	4206-4207	,	_	_	
7-61	4208-4215	sondern	_	_	
7-62	4216-4224	schlicht	_	_	
7-63	4225-4229	eine	_	_	
7-64	4230-4235	Frage	_	_	
7-65	4236-4239	der	_	_	
7-66	4240-4245	Moral	_	_	
7-67	4246-4247	.	_	_	

#Text=Der Ball ging an Freund und Feind vorbei , prallte an den rechten Außenpfosten , sprang zurück an den Kopf des am Boden liegenden Butragueno und landete schließlich im Tor .
9-1	4901-4904	Der	_	_	
9-2	4905-4909	Ball	_	_	
9-3	4910-4914	ging	_	_	
9-4	4915-4917	an	_	_	
9-5	4918-4924	Freund	_	_	
9-6	4925-4928	und	_	_	
9-7	4929-4934	Feind	_	_	
9-8	4935-4941	vorbei	_	_	
9-9	4942-4943	,	_	_	
9-10	4944-4951	prallte	_	_	
9-11	4952-4954	an	_	_	
9-12	4955-4958	den	_	_	
9-13	4959-4966	rechten	_	_	
9-14	4967-4979	Außenpfosten	_	_	
9-15	4980-4981	,	_	_	
9-16	4982-4988	sprang	_	_	
9-17	4989-4995	zurück	_	_	
9-18	4996-4998	an	_	_	
9-19	4999-5002	den	_	_	
9-20	5003-5007	Kopf	_	_	
9-21	5008-5011	des	_	_	
9-22	5012-5014	am	*->5-1	literal[5]	
9-23	5015-5020	Boden	*->5-2	*[5]	
9-24	5021-5030	liegenden	*->5-3	*[5]	
9-25	5031-5041	Butragueno	_	_	
9-26	5042-5045	und	_	_	
9-27	5046-5053	landete	_	_	
9-28	5054-5065	schließlich	_	_	
9-29	5066-5068	im	_	_	
9-30	5069-5072	Tor	_	_	
9-31	5073-5074	.	_	_	

#Text=Aus unserer Sicht liegt der Tisch , an dem man dort droben Karten spielt , am Boden , sub specie aeternitatis aber steht er .
11-1	5527-5530	Aus	_	_	
11-2	5531-5538	unserer	_	_	
11-3	5539-5544	Sicht	_	_	
11-4	5545-5550	liegt	*->6-1	literal[6]	
11-5	5551-5554	der	_	_	
11-6	5555-5560	Tisch	_	_	
11-7	5561-5562	,	_	_	
11-8	5563-5565	an	_	_	
11-9	5566-5569	dem	_	_	
11-10	5570-5573	man	_	_	
11-11	5574-5578	dort	_	_	
11-12	5579-5585	droben	_	_	
11-13	5586-5592	Karten	_	_	
11-14	5593-5599	spielt	_	_	
11-15	5600-5601	,	_	_	
11-16	5602-5604	am	*->6-2	*[6]	
11-17	5605-5610	Boden	*->6-3	*[6]	
11-18	5611-5612	,	_	_	
11-19	5613-5616	sub	_	_	
11-20	5617-5623	specie	_	_	
11-21	5624-5636	aeternitatis	_	_	
11-22	5637-5641	aber	_	_	
11-23	5642-5647	steht	_	_	
11-24	5648-5650	er	_	_	
11-25	5651-5652	.	_	_	

#Text=Mit blutender Wunde lag er am Boden , das Publikum schloß messerscharf : Wenn der was aus der Kurve an den Kopf gekriegt hat , gibt 's einen Kölner Protest auf Spielannullierung .
13-1	6114-6117	Mit	_	_	
13-2	6118-6127	blutender	_	_	
13-3	6128-6133	Wunde	_	_	
13-4	6134-6137	lag	*->7-1	literal[7]	
13-5	6138-6140	er	_	_	
13-6	6141-6143	am	*->7-2	*[7]	
13-7	6144-6149	Boden	*->7-3	*[7]	
13-8	6150-6151	,	_	_	
13-9	6152-6155	das	_	_	
13-10	6156-6164	Publikum	_	_	
13-11	6165-6171	schloß	_	_	
13-12	6172-6184	messerscharf	_	_	
13-13	6185-6186	:	_	_	
13-14	6187-6191	Wenn	_	_	
13-15	6192-6195	der	_	_	
13-16	6196-6199	was	_	_	
13-17	6200-6203	aus	_	_	
13-18	6204-6207	der	_	_	
13-19	6208-6213	Kurve	_	_	
13-20	6214-6216	an	_	_	
13-21	6217-6220	den	_	_	
13-22	6221-6225	Kopf	_	_	
13-23	6226-6234	gekriegt	_	_	
13-24	6235-6238	hat	_	_	
13-25	6239-6240	,	_	_	
13-26	6241-6245	gibt	_	_	
13-27	6246-6248	's	_	_	
13-28	6249-6254	einen	_	_	
13-29	6255-6261	Kölner	_	_	
13-30	6262-6269	Protest	_	_	
13-31	6270-6273	auf	_	_	
13-32	6274-6291	Spielannullierung	_	_	
13-33	6292-6293	.	_	_	

#Text=Das Land liegt wirtschaftlich am Boden , an allen Arten von Medikamenten herrscht Mangel , darunter auch an Verhütungsmitteln , die ausschließlich auf dem Schwarzmarkt zu erstehen sind .
15-1	7062-7065	Das	_	_	
15-2	7066-7070	Land	_	_	
15-3	7071-7076	liegt	*->8-1	non-literal-mwe[8]	
15-4	7077-7091	wirtschaftlich	_	_	
15-5	7092-7094	am	*->8-2	*[8]	
15-6	7095-7100	Boden	*->8-3	*[8]	
15-7	7101-7102	,	_	_	
15-8	7103-7105	an	_	_	
15-9	7106-7111	allen	_	_	
15-10	7112-7117	Arten	_	_	
15-11	7118-7121	von	_	_	
15-12	7122-7134	Medikamenten	_	_	
15-13	7135-7143	herrscht	_	_	
15-14	7144-7150	Mangel	_	_	
15-15	7151-7152	,	_	_	
15-16	7153-7161	darunter	_	_	
15-17	7162-7166	auch	_	_	
15-18	7167-7169	an	_	_	
15-19	7170-7187	Verhütungsmitteln	_	_	
15-20	7188-7189	,	_	_	
15-21	7190-7193	die	_	_	
15-22	7194-7208	ausschließlich	_	_	
15-23	7209-7212	auf	_	_	
15-24	7213-7216	dem	_	_	
15-25	7217-7229	Schwarzmarkt	_	_	
15-26	7230-7232	zu	_	_	
15-27	7233-7241	erstehen	_	_	
15-28	7242-7246	sind	_	_	
15-29	7247-7248	.	_	_	

#Text=Die Brandflaschen zerschellten an der Außenwand und entzündeten am Boden liegendes Gerümpel .
17-1	8740-8743	Die	_	_	
17-2	8744-8757	Brandflaschen	_	_	
17-3	8758-8770	zerschellten	_	_	
17-4	8771-8773	an	_	_	
17-5	8774-8777	der	_	_	
17-6	8778-8787	Außenwand	_	_	
17-7	8788-8791	und	_	_	
17-8	8792-8803	entzündeten	_	_	
17-9	8804-8806	am	*->9-1	literal[9]	
17-10	8807-8812	Boden	*->9-2	*[9]	
17-11	8813-8822	liegendes	*->9-3	*[9]	
17-12	8823-8831	Gerümpel	_	_	
17-13	8832-8833	.	_	_	

#Text=Als er ausstieg - die Fahrerin mit aufgeschlagenen Knien und verdrehtem Lenker am Boden liegend - , sagte er zu ihr : » Tja , an Fahrradfahrer müssen wir uns eben erst gewöhnen .
19-1	9190-9193	Als	_	_	
19-2	9194-9196	er	_	_	
19-3	9197-9205	ausstieg	_	_	
19-4	9206-9207	-	_	_	
19-5	9208-9211	die	_	_	
19-6	9212-9220	Fahrerin	_	_	
19-7	9221-9224	mit	_	_	
19-8	9225-9240	aufgeschlagenen	_	_	
19-9	9241-9246	Knien	_	_	
19-10	9247-9250	und	_	_	
19-11	9251-9261	verdrehtem	_	_	
19-12	9262-9268	Lenker	_	_	
19-13	9269-9271	am	*->10-1	literal[10]	
19-14	9272-9277	Boden	*->10-2	*[10]	
19-15	9278-9285	liegend	*->10-3	*[10]	
19-16	9286-9287	-	_	_	
19-17	9288-9289	,	_	_	
19-18	9290-9295	sagte	_	_	
19-19	9296-9298	er	_	_	
19-20	9299-9301	zu	_	_	
19-21	9302-9305	ihr	_	_	
19-22	9306-9307	:	_	_	
19-23	9308-9309	»	_	_	
19-24	9310-9313	Tja	_	_	
19-25	9314-9315	,	_	_	
19-26	9316-9318	an	_	_	
19-27	9319-9332	Fahrradfahrer	_	_	
19-28	9333-9339	müssen	_	_	
19-29	9340-9343	wir	_	_	
19-30	9344-9347	uns	_	_	
19-31	9348-9352	eben	_	_	
19-32	9353-9357	erst	_	_	
19-33	9358-9366	gewöhnen	_	_	
19-34	9367-9368	.	_	_	

#Text=Die Soldaten trieben die verschreckten Anwohner aus ihren Häusern und ließen sie im Gänsemarsch an einem Jeep vorbeidefilieren , neben dem drei mit Handschellen gefesselte Männer am Boden lagen , die von ihren Bewachern mit Kolbenhieben und Fußtritten mißhandelt wurden .
21-1	10821-10824	Die	_	_	
21-2	10825-10833	Soldaten	_	_	
21-3	10834-10841	trieben	_	_	
21-4	10842-10845	die	_	_	
21-5	10846-10859	verschreckten	_	_	
21-6	10860-10868	Anwohner	_	_	
21-7	10869-10872	aus	_	_	
21-8	10873-10878	ihren	_	_	
21-9	10879-10886	Häusern	_	_	
21-10	10887-10890	und	_	_	
21-11	10891-10897	ließen	_	_	
21-12	10898-10901	sie	_	_	
21-13	10902-10904	im	_	_	
21-14	10905-10916	Gänsemarsch	_	_	
21-15	10917-10919	an	_	_	
21-16	10920-10925	einem	_	_	
21-17	10926-10930	Jeep	_	_	
21-18	10931-10947	vorbeidefilieren	_	_	
21-19	10948-10949	,	_	_	
21-20	10950-10955	neben	_	_	
21-21	10956-10959	dem	_	_	
21-22	10960-10964	drei	_	_	
21-23	10965-10968	mit	_	_	
21-24	10969-10981	Handschellen	_	_	
21-25	10982-10992	gefesselte	_	_	
21-26	10993-10999	Männer	_	_	
21-27	11000-11002	am	*->11-1	literal[11]	
21-28	11003-11008	Boden	*->11-2	*[11]	
21-29	11009-11014	lagen	*->11-3	*[11]	
21-30	11015-11016	,	_	_	
21-31	11017-11020	die	_	_	
21-32	11021-11024	von	_	_	
21-33	11025-11030	ihren	_	_	
21-34	11031-11040	Bewachern	_	_	
21-35	11041-11044	mit	_	_	
21-36	11045-11057	Kolbenhieben	_	_	
21-37	11058-11061	und	_	_	
21-38	11062-11072	Fußtritten	_	_	
21-39	11073-11083	mißhandelt	_	_	
21-40	11084-11090	wurden	_	_	
21-41	11091-11092	.	_	_	

#Text=In der immer heftiger werdenden Kritik an der SED-PDS schwingt auch ein ganzes Stück Überraschung darüber mit , daß die für die desolate Lage der DDR verantwortliche Partei nicht moralisch und organisatorisch zerstört am Boden liegt .
23-1	14192-14194	In	_	_	
23-2	14195-14198	der	_	_	
23-3	14199-14204	immer	_	_	
23-4	14205-14213	heftiger	_	_	
23-5	14214-14223	werdenden	_	_	
23-6	14224-14230	Kritik	_	_	
23-7	14231-14233	an	_	_	
23-8	14234-14237	der	_	_	
23-9	14238-14245	SED-PDS	_	_	
23-10	14246-14254	schwingt	_	_	
23-11	14255-14259	auch	_	_	
23-12	14260-14263	ein	_	_	
23-13	14264-14270	ganzes	_	_	
23-14	14271-14276	Stück	_	_	
23-15	14277-14289	Überraschung	_	_	
23-16	14290-14297	darüber	_	_	
23-17	14298-14301	mit	_	_	
23-18	14302-14303	,	_	_	
23-19	14304-14307	daß	_	_	
23-20	14308-14311	die	_	_	
23-21	14312-14315	für	_	_	
23-22	14316-14319	die	_	_	
23-23	14320-14328	desolate	_	_	
23-24	14329-14333	Lage	_	_	
23-25	14334-14337	der	_	_	
23-26	14338-14341	DDR	_	_	
23-27	14342-14357	verantwortliche	_	_	
23-28	14358-14364	Partei	_	_	
23-29	14365-14370	nicht	_	_	
23-30	14371-14380	moralisch	_	_	
23-31	14381-14384	und	_	_	
23-32	14385-14400	organisatorisch	_	_	
23-33	14401-14409	zerstört	_	_	
23-34	14410-14412	am	*->12-1	non-literal-mwe[12]	
23-35	14413-14418	Boden	*->12-2	*[12]	
23-36	14419-14424	liegt	*->12-3	*[12]	
23-37	14425-14426	.	_	_	

#Text=Die seit den Ereignissen in der Mainzer Straße offensichtlich völlig enthemmten Beamten traten dabei noch am Boden liegende Personen - darunter mehrere Frauen - in den Unterleib und schleiften sie an den Haaren aus dem Saal .
25-1	14943-14946	Die	_	_	
25-2	14947-14951	seit	_	_	
25-3	14952-14955	den	_	_	
25-4	14956-14967	Ereignissen	_	_	
25-5	14968-14970	in	_	_	
25-6	14971-14974	der	_	_	
25-7	14975-14982	Mainzer	_	_	
25-8	14983-14989	Straße	_	_	
25-9	14990-15004	offensichtlich	_	_	
25-10	15005-15011	völlig	_	_	
25-11	15012-15022	enthemmten	_	_	
25-12	15023-15030	Beamten	_	_	
25-13	15031-15037	traten	_	_	
25-14	15038-15043	dabei	_	_	
25-15	15044-15048	noch	_	_	
25-16	15049-15051	am	*->13-1	literal[13]	
25-17	15052-15057	Boden	*->13-2	*[13]	
25-18	15058-15066	liegende	*->13-3	*[13]	
25-19	15067-15075	Personen	_	_	
25-20	15076-15077	-	_	_	
25-21	15078-15086	darunter	_	_	
25-22	15087-15094	mehrere	_	_	
25-23	15095-15101	Frauen	_	_	
25-24	15102-15103	-	_	_	
25-25	15104-15106	in	_	_	
25-26	15107-15110	den	_	_	
25-27	15111-15120	Unterleib	_	_	
25-28	15121-15124	und	_	_	
25-29	15125-15135	schleiften	_	_	
25-30	15136-15139	sie	_	_	
25-31	15140-15142	an	_	_	
25-32	15143-15146	den	_	_	
25-33	15147-15153	Haaren	_	_	
25-34	15154-15157	aus	_	_	
25-35	15158-15161	dem	_	_	
25-36	15162-15166	Saal	_	_	
25-37	15167-15168	.	_	_	

#Text=Nach dem Schußwaffeneinsatz lagen blutende Menschen an Boden , der 18jährige Mike Polley wurde tödlich ins Herz getroffen .
27-1	15878-15882	Nach	_	_	
27-2	15883-15886	dem	_	_	
27-3	15887-15905	Schußwaffeneinsatz	_	_	
27-4	15906-15911	lagen	*->14-1	literal[14]	
27-5	15912-15920	blutende	_	_	
27-6	15921-15929	Menschen	_	_	
27-7	15930-15932	an	*->14-2	*[14]	
27-8	15933-15938	Boden	*->14-3	*[14]	
27-9	15939-15940	,	_	_	
27-10	15941-15944	der	_	_	
27-11	15945-15954	18jährige	_	_	
27-12	15955-15959	Mike	_	_	
27-13	15960-15966	Polley	_	_	
27-14	15967-15972	wurde	_	_	
27-15	15973-15980	tödlich	_	_	
27-16	15981-15984	ins	_	_	
27-17	15985-15989	Herz	_	_	
27-18	15990-15999	getroffen	_	_	
27-19	16000-16001	.	_	_	

#Text=Er liegt am Boden , sie hat nur das blaue Leibchen mit den Leopardensprenkeln an ... " ) und sind - trotz der suggestiven Beschwörung erotischer Intensitätskurven - sterbenslangweilig .
29-1	16830-16832	Er	_	_	
29-2	16833-16838	liegt	*->15-1	literal[15]	
29-3	16839-16841	am	*->15-2	*[15]	
29-4	16842-16847	Boden	*->15-3	*[15]	
29-5	16848-16849	,	_	_	
29-6	16850-16853	sie	_	_	
29-7	16854-16857	hat	_	_	
29-8	16858-16861	nur	_	_	
29-9	16862-16865	das	_	_	
29-10	16866-16871	blaue	_	_	
29-11	16872-16880	Leibchen	_	_	
29-12	16881-16884	mit	_	_	
29-13	16885-16888	den	_	_	
29-14	16889-16907	Leopardensprenkeln	_	_	
29-15	16908-16910	an	_	_	
29-16	16911-16914	...	_	_	
29-17	16915-16916	"	_	_	
29-18	16917-16918	)	_	_	
29-19	16919-16922	und	_	_	
29-20	16923-16927	sind	_	_	
29-21	16928-16929	-	_	_	
29-22	16930-16935	trotz	_	_	
29-23	16936-16939	der	_	_	
29-24	16940-16951	suggestiven	_	_	
29-25	16952-16963	Beschwörung	_	_	
29-26	16964-16974	erotischer	_	_	
29-27	16975-16992	Intensitätskurven	_	_	
29-28	16993-16994	-	_	_	
29-29	16995-17013	sterbenslangweilig	_	_	
29-30	17014-17015	.	_	_	

#Text=Minute fiel das kurioseste Tor : Als Torwart Kristinsson die Situation schon bereinigt hatte , schoß Sveinsson den am Boden liegenden Witeczek so unglücklich an , daß der Ball ins Tor prallte .
31-1	17522-17528	Minute	_	_	
31-2	17529-17533	fiel	_	_	
31-3	17534-17537	das	_	_	
31-4	17538-17548	kurioseste	_	_	
31-5	17549-17552	Tor	_	_	
31-6	17553-17554	:	_	_	
31-7	17555-17558	Als	_	_	
31-8	17559-17566	Torwart	_	_	
31-9	17567-17578	Kristinsson	_	_	
31-10	17579-17582	die	_	_	
31-11	17583-17592	Situation	_	_	
31-12	17593-17598	schon	_	_	
31-13	17599-17608	bereinigt	_	_	
31-14	17609-17614	hatte	_	_	
31-15	17615-17616	,	_	_	
31-16	17617-17622	schoß	_	_	
31-17	17623-17632	Sveinsson	_	_	
31-18	17633-17636	den	_	_	
31-19	17637-17639	am	*->16-1	literal[16]	
31-20	17640-17645	Boden	*->16-2	*[16]	
31-21	17646-17655	liegenden	*->16-3	*[16]	
31-22	17656-17664	Witeczek	_	_	
31-23	17665-17667	so	_	_	
31-24	17668-17679	unglücklich	_	_	
31-25	17680-17682	an	_	_	
31-26	17683-17684	,	_	_	
31-27	17685-17688	daß	_	_	
31-28	17689-17692	der	_	_	
31-29	17693-17697	Ball	_	_	
31-30	17698-17701	ins	_	_	
31-31	17702-17705	Tor	_	_	
31-32	17706-17713	prallte	_	_	
31-33	17714-17715	.	_	_	

#Text=An die » Produktionsfirmen im Westen « wandte sich der Puschkiner Bürgermeister mit der Bitte , der am Boden liegenden » sowjetischen Wirtschaft « unter die Arme zu greifen .
33-1	18624-18626	An	_	_	
33-2	18627-18630	die	_	_	
33-3	18631-18632	»	_	_	
33-4	18633-18650	Produktionsfirmen	_	_	
33-5	18651-18653	im	_	_	
33-6	18654-18660	Westen	_	_	
33-7	18661-18662	«	_	_	
33-8	18663-18669	wandte	_	_	
33-9	18670-18674	sich	_	_	
33-10	18675-18678	der	_	_	
33-11	18679-18689	Puschkiner	_	_	
33-12	18690-18703	Bürgermeister	_	_	
33-13	18704-18707	mit	_	_	
33-14	18708-18711	der	_	_	
33-15	18712-18717	Bitte	_	_	
33-16	18718-18719	,	_	_	
33-17	18720-18723	der	_	_	
33-18	18724-18726	am	*->17-1	non-literal-mwe[17]	
33-19	18727-18732	Boden	*->17-2	*[17]	
33-20	18733-18742	liegenden	*->17-3	*[17]	
33-21	18743-18744	»	_	_	
33-22	18745-18757	sowjetischen	_	_	
33-23	18758-18768	Wirtschaft	_	_	
33-24	18769-18770	«	_	_	
33-25	18771-18776	unter	_	_	
33-26	18777-18780	die	_	_	
33-27	18781-18785	Arme	_	_	
33-28	18786-18788	zu	_	_	
33-29	18789-18796	greifen	_	_	
33-30	18797-18798	.	_	_	

#Text=Kroatien , dessen Industrie im Krieg zu einem großen Teil zerstört wurde , liegt wirtschaftlich am Boden , nachdem die Haupteinnahmequelle - der Tourismus an den Stränden der adriatischen Küste - versiegt ist .
35-1	19118-19126	Kroatien	_	_	
35-2	19127-19128	,	_	_	
35-3	19129-19135	dessen	_	_	
35-4	19136-19145	Industrie	_	_	
35-5	19146-19148	im	_	_	
35-6	19149-19154	Krieg	_	_	
35-7	19155-19157	zu	_	_	
35-8	19158-19163	einem	_	_	
35-9	19164-19170	großen	_	_	
35-10	19171-19175	Teil	_	_	
35-11	19176-19184	zerstört	_	_	
35-12	19185-19190	wurde	_	_	
35-13	19191-19192	,	_	_	
35-14	19193-19198	liegt	*->18-1	non-literal-mwe[18]	
35-15	19199-19213	wirtschaftlich	_	_	
35-16	19214-19216	am	*->18-2	*[18]	
35-17	19217-19222	Boden	*->18-3	*[18]	
35-18	19223-19224	,	_	_	
35-19	19225-19232	nachdem	_	_	
35-20	19233-19236	die	_	_	
35-21	19237-19256	Haupteinnahmequelle	_	_	
35-22	19257-19258	-	_	_	
35-23	19259-19262	der	_	_	
35-24	19263-19272	Tourismus	_	_	
35-25	19273-19275	an	_	_	
35-26	19276-19279	den	_	_	
35-27	19280-19288	Stränden	_	_	
35-28	19289-19292	der	_	_	
35-29	19293-19305	adriatischen	_	_	
35-30	19306-19311	Küste	_	_	
35-31	19312-19313	-	_	_	
35-32	19314-19322	versiegt	_	_	
35-33	19323-19326	ist	_	_	
35-34	19327-19328	.	_	_	

#Text=Was sich in den letzten sechzehn Jahren in diesem Land abgespielte , ist an Brutalität und Perspektivlosigkeit kaum zu überbieten : Massenmorde , Massenfluchten , Tausende zerstörter Dörfer , eine am Boden liegende Wirtschaft .
37-1	20033-20036	Was	_	_	
37-2	20037-20041	sich	_	_	
37-3	20042-20044	in	_	_	
37-4	20045-20048	den	_	_	
37-5	20049-20056	letzten	_	_	
37-6	20057-20065	sechzehn	_	_	
37-7	20066-20072	Jahren	_	_	
37-8	20073-20075	in	_	_	
37-9	20076-20082	diesem	_	_	
37-10	20083-20087	Land	_	_	
37-11	20088-20099	abgespielte	_	_	
37-12	20100-20101	,	_	_	
37-13	20102-20105	ist	_	_	
37-14	20106-20108	an	_	_	
37-15	20109-20119	Brutalität	_	_	
37-16	20120-20123	und	_	_	
37-17	20124-20143	Perspektivlosigkeit	_	_	
37-18	20144-20148	kaum	_	_	
37-19	20149-20151	zu	_	_	
37-20	20152-20162	überbieten	_	_	
37-21	20163-20164	:	_	_	
37-22	20165-20176	Massenmorde	_	_	
37-23	20177-20178	,	_	_	
37-24	20179-20193	Massenfluchten	_	_	
37-25	20194-20195	,	_	_	
37-26	20196-20204	Tausende	_	_	
37-27	20205-20215	zerstörter	_	_	
37-28	20216-20222	Dörfer	_	_	
37-29	20223-20224	,	_	_	
37-30	20225-20229	eine	_	_	
37-31	20230-20232	am	*->19-1	non-literal-mwe[19]	
37-32	20233-20238	Boden	*->19-2	*[19]	
37-33	20239-20247	liegende	*->19-3	*[19]	
37-34	20248-20258	Wirtschaft	_	_	
37-35	20259-20260	.	_	_	

#Text=Kurze Zeit später liegt ein 18jähriger erschlagen am Boden - tödlich an Hals und Schläfe getroffen .
39-1	20955-20960	Kurze	_	_	
39-2	20961-20965	Zeit	_	_	
39-3	20966-20972	später	_	_	
39-4	20973-20978	liegt	*->20-1	literal[20]	
39-5	20979-20982	ein	_	_	
39-6	20983-20993	18jähriger	_	_	
39-7	20994-21004	erschlagen	_	_	
39-8	21005-21007	am	*->20-2	*[20]	
39-9	21008-21013	Boden	*->20-3	*[20]	
39-10	21014-21015	-	_	_	
39-11	21016-21023	tödlich	_	_	
39-12	21024-21026	an	_	_	
39-13	21027-21031	Hals	_	_	
39-14	21032-21035	und	_	_	
39-15	21036-21043	Schläfe	_	_	
39-16	21044-21053	getroffen	_	_	
39-17	21054-21055	.	_	_	

#Text=" Don Carlos " in Bremerhaven - das waren vier Stunden Langeweile bis auf einen Knall zehn Minuten vor Schluß , der das Publikum aus dem Schlummer riß , eine unfreiwillige Pointe , aber kein " finaler Rettungsschuß " , wie bissige Stimmen flüsterten , denn an dieser Inszenierung war nichts mehr zu retten , und am Boden lag am Ende nicht nur der Marquis , sondern der Ruf des Theaters .
41-1	21722-21723	"	_	_	
41-2	21724-21727	Don	_	_	
41-3	21728-21734	Carlos	_	_	
41-4	21735-21736	"	_	_	
